0.000000000000000000e+00,-2.006592347423255429e+00
1.000000000000000000e+00,-1.996559385686139443e+00
2.000000000000000000e+00,-1.986526423949022790e+00
3.000000000000000000e+00,-1.976493462211906360e+00
4.000000000000000000e+00,-1.966460500474790374e+00
5.000000000000000000e+00,-1.956427538737674166e+00
6.000000000000000000e+00,-1.946394577000557735e+00
7.000000000000000000e+00,-1.936361615263441305e+00
8.000000000000000000e+00,-1.926328653526325096e+00
9.000000000000000000e+00,-1.916295691789209110e+00
1.000000000000000000e+01,-1.906262730052092458e+00
1.100000000000000000e+01,-1.896229768314976472e+00
1.200000000000000000e+01,-1.886196806577860041e+00
1.300000000000000000e+01,-1.876163844840743833e+00
1.400000000000000000e+01,-1.866130883103627403e+00
1.500000000000000000e+01,-1.856097921366511416e+00
1.600000000000000000e+01,-1.846064959629394764e+00
1.700000000000000000e+01,-1.836031997892278778e+00
1.800000000000000000e+01,-1.825999036155162791e+00
1.900000000000000000e+01,-1.815966074418045695e+00
2.000000000000000000e+01,-1.805933112680929709e+00
2.100000000000000000e+01,-1.795900150943813722e+00
2.200000000000000000e+01,-1.785867189206697070e+00
2.300000000000000000e+01,-1.775834227469581084e+00
2.400000000000000000e+01,-1.765801265732464653e+00
2.500000000000000000e+01,-1.755768303995348445e+00
2.600000000000000000e+01,-1.745735342258231571e+00
2.700000000000000000e+01,-1.735702380521115584e+00
2.800000000000000000e+01,-1.725669418783999376e+00
2.900000000000000000e+01,-1.715636457046883390e+00
3.000000000000000000e+01,-1.705603495309766737e+00
3.100000000000000000e+01,-1.695570533572650307e+00
3.200000000000000000e+01,-1.685537571835534321e+00
3.300000000000000000e+01,-1.675504610098418112e+00
3.400000000000000000e+01,-1.665471648361301682e+00
3.500000000000000000e+01,-1.655438686624185252e+00
3.600000000000000000e+01,-1.645405724887069043e+00
3.700000000000000000e+01,-1.635372763149953057e+00
3.800000000000000000e+01,-1.625339801412836183e+00
3.900000000000000000e+01,-1.615306839675719974e+00
4.000000000000000000e+01,-1.605273877938603988e+00
4.100000000000000000e+01,-1.595240916201488002e+00
4.200000000000000000e+01,-1.585207954464371349e+00
4.300000000000000000e+01,-1.575174992727254919e+00
4.400000000000000000e+01,-1.565142030990138933e+00
4.500000000000000000e+01,-1.555109069253022724e+00
4.600000000000000000e+01,-1.545076107515906294e+00
4.700000000000000000e+01,-1.535043145778789864e+00
4.800000000000000000e+01,-1.525010184041673655e+00
4.900000000000000000e+01,-1.514977222304557669e+00
5.000000000000000000e+01,-1.504944260567441017e+00
5.100000000000000000e+01,-1.494911298830324586e+00
5.200000000000000000e+01,-1.484878337093208600e+00
5.300000000000000000e+01,-1.474845375356092392e+00
5.400000000000000000e+01,-1.464812413618975961e+00
5.500000000000000000e+01,-1.454779451881859531e+00
5.600000000000000000e+01,-1.444746490144743323e+00
5.700000000000000000e+01,-1.434713528407627336e+00
5.800000000000000000e+01,-1.424680566670510906e+00
5.900000000000000000e+01,-1.414647604933394254e+00
6.000000000000000000e+01,-1.404614643196278267e+00
6.100000000000000000e+01,-1.394581681459162281e+00
6.200000000000000000e+01,-1.384548719722045629e+00
6.300000000000000000e+01,-1.374515757984929198e+00
6.400000000000000000e+01,-1.364482796247813212e+00
6.500000000000000000e+01,-1.354449834510697004e+00
6.600000000000000000e+01,-1.344416872773580574e+00
6.700000000000000000e+01,-1.334383911036464143e+00
6.800000000000000000e+01,-1.324350949299347935e+00
6.900000000000000000e+01,-1.314317987562231949e+00
7.000000000000000000e+01,-1.304285025825115296e+00
7.100000000000000000e+01,-1.294252064087998866e+00
7.200000000000000000e+01,-1.284219102350882880e+00
7.300000000000000000e+01,-1.274186140613766671e+00
7.400000000000000000e+01,-1.264153178876650241e+00
7.500000000000000000e+01,-1.254120217139533811e+00
7.600000000000000000e+01,-1.244087255402417602e+00
7.700000000000000000e+01,-1.234054293665301616e+00
7.800000000000000000e+01,-1.224021331928185186e+00
7.900000000000000000e+01,-1.213988370191068977e+00
8.000000000000000000e+01,-1.203955408453952547e+00
8.100000000000000000e+01,-1.193922446716836561e+00
8.200000000000000000e+01,-1.183889484979719908e+00
8.300000000000000000e+01,-1.173856523242603478e+00
8.400000000000000000e+01,-1.163823561505487492e+00
8.500000000000000000e+01,-1.153790599768371283e+00
8.600000000000000000e+01,-1.143757638031254853e+00
8.700000000000000000e+01,-1.133724676294138423e+00
8.800000000000000000e+01,-1.123691714557022214e+00
8.900000000000000000e+01,-1.113658752819906228e+00
9.000000000000000000e+01,-1.103625791082789576e+00
9.100000000000000000e+01,-1.093592829345673145e+00
9.200000000000000000e+01,-1.083559867608557159e+00
9.300000000000000000e+01,-1.073526905871440951e+00
9.400000000000000000e+01,-1.063493944134324520e+00
9.500000000000000000e+01,-1.053460982397208090e+00
9.600000000000000000e+01,-1.043428020660091882e+00
9.700000000000000000e+01,-1.033395058922975895e+00
9.800000000000000000e+01,-1.023362097185859465e+00
9.900000000000000000e+01,-1.013329135448742813e+00
1.000000000000000000e+02,-1.003296173711626826e+00
1.010000000000000000e+02,-9.932632119745105070e-01
1.020000000000000000e+02,-9.832302502373942987e-01
1.030000000000000000e+02,-9.731972885002782014e-01
1.040000000000000000e+02,-9.631643267631616601e-01
1.050000000000000000e+02,-9.531313650260453407e-01
1.060000000000000000e+02,-9.430984032889291324e-01
1.070000000000000000e+02,-9.330654415518128131e-01
1.080000000000000000e+02,-9.230324798146964937e-01
1.090000000000000000e+02,-9.129995180775802854e-01
1.100000000000000000e+02,-9.029665563404639661e-01
1.110000000000000000e+02,-8.929335946033476468e-01
1.120000000000000000e+02,-8.829006328662314385e-01
1.130000000000000000e+02,-8.728676711291151191e-01
1.140000000000000000e+02,-8.628347093919987998e-01
1.150000000000000000e+02,-8.528017476548824805e-01
1.160000000000000000e+02,-8.427687859177662721e-01
1.170000000000000000e+02,-8.327358241806499528e-01
1.180000000000000000e+02,-8.227028624435336335e-01
1.190000000000000000e+02,-8.126699007064174252e-01
1.200000000000000000e+02,-8.026369389693011058e-01
1.210000000000000000e+02,-7.926039772321847865e-01
1.220000000000000000e+02,-7.825710154950685782e-01
1.230000000000000000e+02,-7.725380537579522588e-01
1.240000000000000000e+02,-7.625050920208359395e-01
1.250000000000000000e+02,-7.524721302837196202e-01
1.260000000000000000e+02,-7.424391685466034119e-01
1.270000000000000000e+02,-7.324062068094870925e-01
1.280000000000000000e+02,-7.223732450723707732e-01
1.290000000000000000e+02,-7.123402833352545649e-01
1.300000000000000000e+02,-7.023073215981382456e-01
1.310000000000000000e+02,-6.922743598610219262e-01
1.320000000000000000e+02,-6.822413981239057179e-01
1.330000000000000000e+02,-6.722084363867893986e-01
1.340000000000000000e+02,-6.621754746496730792e-01
